2018,"IPF 100010 2.130 c 2.212 c 83,7 83,1 47 52 98 107"
2018,"PF 100368 2.175 c 2.537 b 82,6 83,5 38 46 83 96"
2018,"PF 101002 2.762 b 2.551 b 82,5 82,1 45 46 90 103"
2018,"PF 101002 2.764 b 2.309 c 82,1 82,0 44 46 91 103"
2018,"PF 120005 2.764 b 2.751 b 82,8 82,2 43 49 92 107"
2018,"PF 120025 2.564 b 2.478 b 82,3 82,1 45 56 96 111"
2018,"PF 120028 2.786 b 2.816 a 81,8 80,3 38 49 85 104"
2018,"PF 120031 2.239 c 2.420 b 83,4 80,8 47 49 96 106"
2018,"PF 120054 2.601 b 2.600 b 82,9 81,1 43 49 92 104"
2018,"PF 120055 2.695 b 2.488 b 83,9 83,0 45 50 97 107"
2018,"PF 120057 2.515 b 2.291 c 82,9 82,2 42 46 89 103"
2018,"PF 120063 3.070 a 2.359 b 84,1 82,6 40 49 88 106"
2018,"PF 120065 2.698 b 2.380 b 84,6 82,8 40 49 89 104"
2018,"PF 120066 2.881 a 2.916 a 83,2 82,5 42 46 87 102"
2018,"PF 120067 2.009 c 2.575 b 80,3 81,6 45 49 93 105"
2018,"PF 120076 2.699 b 2.557 b 83,8 83,7 47 47 96 104"
2018,"PF 120090 2.498 b 2.975 a 81,6 81,5 47 54 97 109"
2018,"PF 120096 2.278 c 2.684 b 82,9 82,5 40 43 84 100"
2018,"PF 120337 2.844 a 2.985 a 81,7 82,4 40 48 91 102"
2018,"PF 150037 2.921 a 2.299 c 81,6 75,7 48 52 99 107"
2018,"PF 150004 2.610 b 1.677 d 81,1 80,3 49 55 101 110"
2018,"PF 150005 2.259 c 2.150 c 80,8 80,5 48 56 101 111"
2018,"PF 150006 2.292 c 2.649 b 80,1 78,9 45 49 95 106"
2018,"PF 150007 2.074 c 2.107 c 79,9 79,1 47 53 98 108"
2018,"PF 150011 1.745 d 2.107 c 82,3 81,0 50 57 113 112"
2018,"PF 150017 2.526 b 2.414 b 81,0 81,3 49 53 100 108"
2018,"PF 150018 2.084 c 2.449 b 78,9 81,1 47 53 92 108"
2018,"PF 150019 1.778 d 2.588 b 83,0 81,8 45 53 96 108"
2018,"PF 150021 2.585 b 2.449 b 83,9 82,0 48 54 97 109"
2018,"PF 150022 3.212 a 2.853 a 83,5 81,3 44 53 93 108"
2018,"PF 150023 3.340 a 2.518 b 83,3 81,4 43 53 92 108"
2018,"PF 150036 2.996 a 2.233 c 84,7 83,4 48 49 100 106"
2018,"PF 150706 2.367 b 2.605 b 82,9 81,4 52 53 106 108"
2018,"PF 150723 2.405 b 2.743 b 84,9 83,8 47 46 94 103"
2018,"PF 150729 3.016 a 2.583 b 82,3 79,5 48 52 99 107"
2018,"PF 150736 2.884 a 2.632 b 82,2 80,1 48 52 99 107"
2018,"PF 150738 2.845 a 2.699 b 82,2 80,5 48 52 99 107"
2018,"PF 150739 2.913 a 2.535 b 82,4 78,4 48 52 99 107"
2018,"PF 150740 2.839 a 2.921 a 83,7 83,2 44 49 94 106"
2018,"PF 150743 3.136 a 3.069 a 83,3 82,8 43 49 108 106"
2018,"PF 150744 1.907 d 2.611 b 82,4 82,5 49 52 101 107"
2016,"BR 18-Terena 1.446 a 2.043 a 82,9 82,0 51 53 102 102"
2016,"BRS 264 1.560 a 1.623 a 81,5 82,3 44 48 86 96"
2016,"BRS 394 1.667 a 2.053 a 82,3 81,3 45 48 88 101"
2016,"BRS 404 1.675 a 2.138 a 83,2 81,0 50 52 99 104"
2016,"MGS Aliança 1.473 a 1.902 a 81,9 78,7 50 53 101 103"
2016,"MGS Brilhante 1.435 a 2.357 a 81,3 78,3 51 53 101 110"
2016,"CPAC 09208 1.634 a 2.201 a 82,7 79,9 49 52 100 107"
2016,"CPAC 09217 1.313 b 1.896 a 83,1 81,2 51 53 104 103"
2016,"CPAC 09218 1.444 a 1.989 a 83,4 79,4 50 53 101 108"
2016,"CPAC 09226 1.289 b 1.888 a 83,1 80,8 50 53 97 113"
2016,"CPAC 09229 1.475 a 1.734 a 82,0 80,4 49 51 100 108"
2016,"CPAC 09236 1.470 a 2.207 a 81,9 79,7 52 55 102 110"
2016,"PF 080016 1.439 a 1.872 a 82,4 80,7 51 53 102 111"
2016,"PF 100332 1.476 a 2.053 a 83,7 79,9 47 52 94 102"
2016,"PF 100368 1.645 a 1.705 a 84,0 82,0 44 45 86 97"
2016,"PF 110152 1.306 b 1.932 a 82,8 81,1 49 52 99 115"
2016,"PF 110178 1.231 b 2.124 a 81,7 79,7 45 51 92 107"
2016,"PF 110184 1.193 b 2.121 a 80,8 80,8 51 53 104 107"
2016,"PF 110185 1.189 b 1.860 a 81,8 80,4 50 53 102 109"
2016,"PF 110195 1.397 a 2.311 a 81,4 79,3 50 53 100 113"
2016,"PF 110211 1.336 b 1.778 a 83,5 82,3 53 52 102 108"
2016,"PF 110229 1.485 a 1.862 a 83,7 80,8 52 53 102 116"
2016,"PF 120111 1.230 b 2.044 a 83,3 83,0 51 53 102 108"
2016,"PF 120130 1.258 b 2.070 a 83,5 82,4 49 52 99 116"
2016,"PF 120212 1.449 a 2.132 a 82,4 81,5 50 53 100 107"
2016,"PF 120290 1.124 b 1.966 a 83,6 82,1 50 53 101 103"
2016,"PF 120302 1.311 b 1.873 a 82,2 78,8 50 53 99 113"
2016,"PF 120305 1.365 b 2.210 a 81,9 81,7 48 52 97 111"
2016,"PF 120311 1.690 a 2.728 a 84,0 81,8 50 51 99 110"
2016,"PF 120337 1.524 a 2.450 a 83,7 83,3 47 51 98 99"
2016,"PF 120338 1.612 a 2.337 a 83,7 82,5 48 52 96 106"
2016,"PF 120339 1.253 b 1.648 a 83,5 81,5 48 52 96 101"
2016,"PF 120426 1.269 b 1.996 a 82,5 83,0 50 53 102 104"
2016,"PF 120445 1.093 b 2.052 a 82,9 82,3 52 53 101 111"
2016,"PF 120446 1.411 a 2.033 a 82,7 82,3 52 53 102 103"
2016,"PF 120448 1.296 b 2.009 a 82,7 81,7 52 53 102 115"
2016,"PF 120450 1.304 b 1.831 a 82,6 81,1 52 53 103 104"
